lineage,geo_loc_name_country,geo_loc_name_country_continent
DCC1,Japan,Asia
DCC1,Japan,Asia
DCC1,Japan,Asia
DCC1,Japan,Asia
DCC1,Japan,Asia
DCC1,Japan,Asia
DCC1,Japan,Asia
DCC1,Japan,Asia
DCC1,Japan,Asia
DCC1,Japan,Asia
DCC1,Japan,Asia
DCC1,Japan,Asia
DCC1,Malaysia,Asia
DCC1,Malaysia,Asia
DCC1,Netherlands,Europe
DCC1,Netherlands,Europe
DCC1,Netherlands,Europe
DCC1,Netherlands,Europe
DCC1,Netherlands,Europe
DCC1,Netherlands,Europe
DCC1,Netherlands,Europe
DCC1,Netherlands,Europe
DCC1,Netherlands,Europe
DCC1,Netherlands,Europe
DCC1,Norway,Europe
DCC1,Norway,Europe
DCC1,Norway,Europe
DCC1,Norway,Europe
DCC1,Norway,Europe
DCC1,Norway,Europe
DCC1,Norway,Europe
DCC1,Norway,Europe
DCC1,Norway,Europe
DCC1,Singapore,Asia
DCC1,Singapore,Asia
DCC1,Singapore,Asia
DCC1,Singapore,Asia
DCC1,Singapore,Asia
DCC1,Singapore,Asia
DCC1,Singapore,Asia
DCC1,Singapore,Asia
DCC1,Singapore,Asia
DCC1,Singapore,Asia
DCC1,Singapore,Asia
DCC1,Singapore,Asia
DCC1,Singapore,Asia
DCC1,Singapore,Asia
DCC1,Singapore,Asia
DCC1,Singapore,Asia
DCC1,Singapore,Asia
DCC1,Singapore,Asia
DCC1,Singapore,Asia
DCC1,Singapore,Asia
DCC1,Singapore,Asia
DCC1,Singapore,Asia
DCC1,Singapore,Asia
DCC1,Singapore,Asia
DCC1,South Korea,Asia
DCC1,South Korea,Asia
DCC1,South Korea,Asia
DCC1,South Korea,Asia
DCC1,Spain,Europe
DCC1,Spain,Europe
DCC1,Spain,Europe
DCC1,Spain,Europe
DCC1,Spain,Europe
DCC1,Spain,Europe
DCC1,Spain,Europe
DCC1,Spain,Europe
DCC1,Spain,Europe
DCC1,Spain,Europe
DCC1,Spain,Europe
DCC1,Spain,Europe
DCC1,Spain,Europe
DCC1,Spain,Europe
DCC1,Spain,Europe
DCC1,Spain,Europe
DCC1,Spain,Europe
DCC1,Spain,Europe
DCC1,Spain,Europe
DCC1,Spain,Europe
DCC1,Spain,Europe
DCC1,Spain,Europe
DCC1,Spain,Europe
DCC1,Spain,Europe
DCC1,Spain,Europe
DCC1,Spain,Europe
DCC1,Spain,Europe
DCC1,Spain,Europe
DCC1,Spain,Europe
DCC1,Spain,Europe
DCC1,Spain,Europe
DCC1,Spain,Europe
DCC1,Spain,Europe
DCC1,Spain,Europe
DCC1,Spain,Europe
DCC1,Spain,Europe
DCC1,China,Asia
DCC1,China,Asia
DCC1,China,Asia
DCC1,China,Asia
DCC1,China,Asia
DCC1,China,Asia
DCC1,China,Asia
DCC1,China,Asia
DCC1,China,Asia
DCC1,China,Asia
DCC1,China,Asia
DCC1,China,Asia
DCC1,China,Asia
DCC1,China,Asia
DCC1,China,Asia
DCC1,China,Asia
DCC1,China,Asia
DCC1,China,Asia
DCC1,China,Asia
DCC1,China,Asia
DCC1,China,Asia
DCC1,China,Asia
DCC1,China,Asia
DCC1,China,Asia
DCC1,China,Asia
DCC1,China,Asia
DCC1,China,Asia
DCC1,China,Asia
DCC1,UK,Europe
DCC1,UK,Europe
DCC1,UK,Europe
DCC1,UK,Europe
DCC1,UK,Europe
DCC1,UK,Europe
DCC1,UK,Europe
DCC1,UK,Europe
DCC1,UK,Europe
DCC1,UK,Europe
DCC1,UK,Europe
DCC1,UK,Europe
DCC1,UK,Europe
DCC1,UK,Europe
DCC1,UK,Europe
DCC1,UK,Europe
DCC1,UK,Europe
DCC1,UK,Europe
DCC1,UK,Europe
DCC1,UK,Europe
DCC1,UK,Europe
DCC1,UK,Europe
DCC1,UK,Europe
DCC1,UK,Europe
DCC1,UK,Europe
DCC1,UK,Europe
DCC1,UK,Europe
DCC1,UK,Europe
DCC1,UK,Europe
DCC1,UK,Europe
DCC1,UK,Europe
DCC1,UK,Europe
DCC1,UK,Europe
DCC1,UK,Europe
DCC1,UK,Europe
DCC1,UK,Europe
DCC1,UK,Europe
DCC1,UK,Europe
DCC1,UK,Europe
DCC1,UK,Europe
DCC1,UK,Europe
DCC1,UK,Europe
DCC1,UK,Europe
DCC1,UK,Europe
DCC1,UK,Europe
DCC1,UK,Europe
DCC1,UK,Europe
DCC1,UK,Europe
DCC1,UK,Europe
DCC1,UK,Europe
DCC1,UK,Europe
DCC1,UK,Europe
DCC1,UK,Europe
DCC1,UK,Europe
DCC1,UK,Europe
DCC1,UK,Europe
DCC1,UK,Europe
DCC1,UK,Europe
DCC1,UK,Europe
DCC1,UK,Europe
DCC1,UK,Europe
DCC1,UK,Europe
DCC1,UK,Europe
DCC1,UK,Europe
DCC1,UK,Europe
DCC1,UK,Europe
DCC1,UK,Europe
