"parent","node","branch.length","label","date","geo_loc_name_country","isTip","x","y","branch","angle"
141,1,7.23751,"SRR30795561","72.037219","USA",TRUE,72.03721,1,68.418455,2.58992805755396
141,2,2.85079,"SRR30795560","67.650496","USA",TRUE,67.65049,2,66.225095,5.17985611510791
143,3,2.00585,"SRR12051563","25.568036","USA",TRUE,25.56805,3,24.565125,7.76978417266187
143,4,6.44839,"SRR12051599","30.010577","USA",TRUE,30.01059,4,26.786395,10.3597122302158
146,5,45.4124,"SRR12051618","62.234106","USA",TRUE,62.23407,7,39.52787,18.1294964028777
149,6,0.00122,"ERR4298320","56.142677","Germany",TRUE,56.1426,8,56.14199,20.7194244604317
149,7,0.00122,"ERR7253695","56.142677","Germany",TRUE,56.1426,9,56.14199,23.3093525179856
150,8,0.00122,"ERR1413186","53.243809","Germany",TRUE,53.2438,10,53.24319,25.8992805755396
151,9,0.00122,"SRR315577","53.246253","USA",TRUE,53.24624,11,53.24563,28.4892086330935
151,10,0.00122,"SRR20982494","53.246253","France",TRUE,53.24624,12,53.24563,31.0791366906475
152,11,0.00122,"ERR459982","64.63915","UK",TRUE,64.63907,13,64.63846,33.6690647482014
155,12,0.00122,"ERR5411988","67.801183","UK",TRUE,67.8011,19,67.80049,49.2086330935252
156,13,0.00122,"SRR6388744","67.802405","UK",TRUE,67.80232,20,67.80171,51.7985611510791
157,14,0.00122,"ERR5413187","67.803627","UK",TRUE,67.80354,21,67.80293,54.3884892086331
158,15,0.00122,"SRR6388749","67.804849","UK",TRUE,67.80476,22,67.80415,56.978417266187
159,16,0.00122,"ERR5412670","67.806071","UK",TRUE,67.80598,23,67.80537,59.568345323741
159,17,0.00122,"SRR6388706","67.806071","UK",TRUE,67.80598,24,67.80537,62.158273381295
154,18,0.00122,"ERR5414349","67.799961","UK",TRUE,67.79988,18,67.79927,46.6187050359712
160,19,0.00122,"ERR3198414","72.034775","UK",TRUE,72.03469,14,72.03408,36.2589928057554
161,20,0.00122,"ERR494875","72.035997","UK",TRUE,72.03591,15,72.0353,38.8489208633094
162,21,0.00122,"ERR494915","72.037219","UK",TRUE,72.03713,16,72.03652,41.4388489208633
162,22,0.00122,"ERR494859","72.037219","UK",TRUE,72.03713,17,72.03652,44.0287769784173
163,23,0.00122,"ERR7253673","45.052817","Germany",TRUE,45.05277,5,45.05216,12.9496402877698
163,24,0.00122,"ERR4298299","45.052817","Germany",TRUE,45.05277,6,45.05216,15.5395683453237
165,25,12.909,"ERR5412066","29.258024","UK",TRUE,29.25808,25,22.80358,64.7482014388489
169,26,4.07117,"SRR12574870","24.50973","USA",TRUE,24.50973,28,22.474145,72.5179856115108
170,27,0.00122,"SRR5483263","22.479467","USA",TRUE,22.47947,29,22.47886,75.1079136690647
170,28,0.00122,"SRR5483258","22.479467","USA",TRUE,22.47947,30,22.47886,77.6978417266187
172,29,0.00122,"ERR340544","22.470426","UK",TRUE,22.47042,31,22.46981,80.2877697841727
172,30,0.00122,"ERR374174","22.470426","UK",TRUE,22.47042,32,22.46981,82.8776978417266
173,31,2.03526,"SRR19357813","22.469016","USA",TRUE,22.46901,33,21.45138,85.4676258992806
174,32,3.05436,"SRR7800725","30.63192","USA",TRUE,30.63192,34,29.10474,88.0575539568345
175,33,0.00122,"SRR12051809","27.580008","USA",TRUE,27.58,35,27.57939,90.6474820143885
175,34,1.0177,"SRR7800724","28.596482","USA",TRUE,28.59648,36,28.08763,93.2374100719424
179,35,0.00122,"ERR3198447","29.694899","UK",TRUE,29.6949,40,29.69429,103.597122302158
179,36,0.00122,"ERR3198444","29.694899","UK",TRUE,29.6949,41,29.69429,106.187050359712
182,37,5.10205,"ERR3198446","35.812839","UK",TRUE,35.81284,44,33.261815,113.956834532374
183,38,0.00122,"ERR3198441","35.799285","UK",TRUE,35.79928,45,35.79867,116.546762589928
184,39,0.00122,"ERR3198443","35.823154","UK",TRUE,35.82315,46,35.82254,119.136690647482
185,40,0.9773,"ERR3198449","36.812211","UK",TRUE,36.81221,47,36.32356,121.726618705036
185,41,2.04027,"ERR3198448","37.875183","UK",TRUE,37.87518,48,36.855045,124.31654676259
181,42,6.12326,"ERR3198442","36.832835","UK",TRUE,36.83283,43,33.7712,111.36690647482
180,43,0.00122,"ERR3198445","29.718399","UK",TRUE,29.7184,42,29.71779,108.776978417266
177,44,29.0748,"SRR12051732","45.428768","USA",TRUE,45.42876,39,30.89136,101.007194244604
186,45,6.12872,"SRR12051868","22.482682","USA",TRUE,22.48268,37,19.41832,95.8273381294964
186,46,3.06262,"ERR1413193","19.41658","Germany",TRUE,19.41658,38,17.88527,98.4172661870504
187,47,0.00122,"SRR31495972","20.439058","USA",TRUE,20.43906,26,20.43845,67.3381294964029
187,48,0.00122,"SRR31495970","20.439058","USA",TRUE,20.43906,27,20.43845,69.9280575539568
196,49,4.08369,"SRR6045506","30.693971","UK",TRUE,30.69394,96,28.652095,248.63309352518
198,50,12.3533,"SRR12051633","39.923148","USA",TRUE,39.92311,98,33.74646,253.812949640288
198,51,17.4933,"ERR459798","45.063153","UK",TRUE,45.06311,99,36.31646,256.402877697842
197,52,12.3126,"SRR12051744","38.924089","USA",TRUE,38.92407,97,32.76777,251.223021582734
195,53,3.05993,"SRR7800424","29.668988","USA",TRUE,29.66896,95,28.138995,246.043165467626
199,54,0.00122,"ERR7253696","30.752745","Germany",TRUE,30.75275,93,30.75214,240.863309352518
199,55,0.00122,"ERR4298321","30.752745","Germany",TRUE,30.75275,94,30.75214,243.453237410072
201,56,16.5481,"SRR12574846","33.894402","USA",TRUE,33.89439,100,25.62034,258.992805755396
207,57,0.00122,"SRR12051523","29.708753","USA",TRUE,29.70871,105,29.7081,271.942446043165
207,58,0.00122,"SRR12051770","29.708753","USA",TRUE,29.70871,106,29.7081,274.532374100719
208,59,0.00122,"SRR12051522","29.708753","USA",TRUE,29.70871,107,29.7081,277.122302158273
208,60,0.00122,"SRR12051559","29.708753","USA",TRUE,29.70871,108,29.7081,279.712230215827
210,61,0.00122,"SRR12051503","29.708753","USA",TRUE,29.70871,109,29.7081,282.302158273381
210,62,0.00122,"SRR7800510","29.708753","USA",TRUE,29.70871,110,29.7081,284.892086330935
211,63,1.02517,"SRR12051737","30.732706","USA",TRUE,30.73266,111,30.220075,287.482014388489
212,64,2.04221,"SRR12051691","33.790354","USA",TRUE,33.79032,112,32.769215,290.071942446043
212,65,1.01957,"SRR7800425","32.767717","USA",TRUE,32.76768,113,32.257895,292.661870503597
204,66,0.00122,"SRR12051548","29.705087","USA",TRUE,29.70505,104,29.70444,269.352517985611
213,67,0.00122,"SRR12051789","29.730291","USA",TRUE,29.73026,102,29.72965,264.172661870504
213,68,0.99283,"SRR12051778","30.721895","USA",TRUE,30.72187,103,30.225455,266.762589928058
202,69,2.04228,"SRR12051524","31.743705","USA",TRUE,31.74367,101,30.72253,261.58273381295
217,70,15.5698,"SRR12574858","46.311212","USA",TRUE,46.31123,121,38.52633,313.381294964029
217,71,10.2406,"ERR7253741","40.982023","Germany",TRUE,40.98203,122,35.86173,315.971223021583
219,72,20.6439,"SRR12574867","64.830577","USA",TRUE,64.83053,124,54.50858,321.151079136691
220,73,2.20332,"SRR5483266","57.543824","USA",TRUE,57.54385,125,56.44219,323.741007194245
220,74,0.00122,"ERR459968","55.341725","Ireland",TRUE,55.34175,126,55.34114,326.330935251799
218,75,18.6198,"ERR373981","53.448604","USA",TRUE,53.44864,123,44.13874,318.561151079137
223,76,1.02114,"ERR373988","42.017431","USA",TRUE,42.01742,132,41.50685,341.870503597122
224,77,0.00122,"ERR4298313","43.037482","Germany",TRUE,43.03747,133,43.03686,344.460431654676
224,78,0.00122,"ERR7253688","43.037482","Germany",TRUE,43.03747,134,43.03686,347.05035971223
226,79,4.07995,"SRR5483262","46.098474","USA",TRUE,46.09847,135,44.058495,349.640287769784
226,80,0.00122,"SRR5483261","42.019749","USA",TRUE,42.01974,136,42.01913,352.230215827338
227,81,3.06952,"SRR12574875","39.966566","USA",TRUE,39.96656,137,38.4318,354.820143884892
228,82,0.00122,"ERR374181","38.944942","UK",TRUE,38.94493,138,38.94432,357.410071942446
228,83,0.00122,"ERR340551","38.944942","UK",TRUE,38.94493,139,38.94432,360
231,84,6.1684,"ERR5412431","40.005714","UK",TRUE,40.00571,130,36.92151,336.690647482014
231,85,10.3113,"SRR30795571","44.148654","USA",TRUE,44.14861,131,38.99296,339.280575539568
230,86,0.00122,"ERR7253713","33.837315","Germany",TRUE,33.83731,129,33.8367,334.10071942446
232,87,0.00122,"ERR363480","35.887217","USA",TRUE,35.88721,127,35.8866,328.920863309353
232,88,0.00122,"ERR363427","35.887217","USA",TRUE,35.88721,128,35.8866,331.510791366906
235,89,2.04036,"SRR3321827","27.611398","USA",TRUE,27.61139,115,26.59121,297.841726618705
235,90,7.18301,"SRR7800726","32.754046","USA",TRUE,32.75404,116,29.162535,300.431654676259
237,91,3.06082,"SRR12051657","29.651812","USA",TRUE,29.6518,118,28.12139,305.611510791367
238,92,1.02098,"SRR12051543","29.658671","USA",TRUE,29.65866,119,29.14817,308.201438848921
238,93,0.00122,"SRR7800508","28.638909","USA",TRUE,28.6389,120,28.63829,310.791366906475
236,94,4.1036,"SRR12051582","29.67464","USA",TRUE,29.67463,117,27.62283,303.021582733813
233,95,1.02128,"SRR7800420","26.589877","USA",TRUE,26.58987,114,26.07923,295.251798561151
239,96,3.05335,"ERR374028","26.582506","USA",TRUE,26.58251,91,25.055835,235.68345323741
239,97,2.04963,"ERR4020087","25.578783","Ireland",TRUE,25.57879,92,24.553975,238.273381294964
191,98,31.5369,"ERR7253742","46.932797","Germany",TRUE,46.93282,90,31.16437,233.093525179856
240,99,17.6983,"ERR373970","39.818163","USA",TRUE,39.81817,88,30.96902,227.913669064748
240,100,20.8581,"ERR374014","42.977964","USA",TRUE,42.97797,89,32.54892,230.503597122302
241,101,23.755,"ERR1413182","33.97307","Germany",TRUE,33.97312,65,22.09562,168.345323741007
242,102,32.5277,"SRR12051841","43.715934","USA",TRUE,43.71592,66,27.45207,170.935251798561
244,103,21.9932,"SRR12051531","40.348148","USA",TRUE,40.34812,67,29.35152,173.525179856115
