"parent","node","branch.length","label","date","geo_loc_name_country","isTip","x","y","branch","angle"
829,1,36.3177,"SRR31112622","58.461792","Spain",TRUE,58.4618,1,40.30295,0.435308343409915
834,2,0.00509,"ERR567874","40.170422","UK",TRUE,40.17047,28,40.167925,12.1886336154776
834,3,0.00509,"ERR3198408","40.170422","UK",TRUE,40.17047,29,40.167925,12.6239419588875
833,4,8.016,"ERR115070","46.169696","UK",TRUE,46.16974,27,42.16174,11.7533252720677
836,5,33.1799,"ERR5414157","62.317163","UK",TRUE,62.3172,37,45.72725,16.1064087061669
839,6,0.00509,"ERR5413942","46.21265","UK",TRUE,46.21268,39,46.210135,16.9770253929867
840,7,0.96942,"ERR5413213","47.186297","UK",TRUE,47.18632,40,46.70161,17.4123337363966
840,8,1.00162,"ERR5413988","47.218494","UK",TRUE,47.21852,41,46.71771,17.8476420798065
838,9,0.01018,"ERR5413474","46.19144","UK",TRUE,46.19147,38,46.18638,16.5417170495768
843,10,10.0456,"ERR5414209","42.199557","UK",TRUE,42.19954,59,37.17674,25.683192261185
845,11,0.00509,"ERR5412947","39.172427","UK",TRUE,39.17243,60,39.169885,26.1185006045949
845,12,0.00509,"ERR5414075","39.172427","UK",TRUE,39.17243,61,39.169885,26.5538089480048
846,13,0.00509,"ERR5414213","39.172427","UK",TRUE,39.17243,62,39.169885,26.9891172914148
847,14,0.00509,"ERR5413431","39.177515","UK",TRUE,39.17752,63,39.174975,27.4244256348247
848,15,0.00509,"ERR5412809","39.182603","UK",TRUE,39.18261,64,39.180065,27.8597339782346
848,16,0.00509,"SRR6388687","39.182603","UK",TRUE,39.18261,65,39.180065,28.2950423216445
850,17,0.00509,"ERR5413876","44.17563","UK",TRUE,44.17563,66,44.173085,28.7303506650544
850,18,0.99906,"ERR5413815","45.169606","UK",TRUE,45.1696,67,44.67007,29.1656590084643
851,19,13.0376,"ERR494847","49.198201","UK",TRUE,49.19824,68,42.67944,29.6009673518742
852,20,0.00509,"ERR494840","44.179605","UK",TRUE,44.17961,69,44.177065,30.0362756952842
855,21,0.00509,"ERR5414264","50.180428","UK",TRUE,50.18044,72,50.177895,31.3422007255139
856,22,0.00509,"ERR5412393","50.185516","UK",TRUE,50.18553,73,50.182985,31.7775090689238
857,23,1.01742,"ERR5412596","51.202932","UK",TRUE,51.20295,74,50.69424,32.2128174123337
859,24,0.00509,"ERR5412207","51.190775","UK",TRUE,51.19079,76,51.188245,33.0834340991536
860,25,0.00509,"ERR5413355","51.195863","UK",TRUE,51.19588,77,51.193335,33.5187424425635
861,26,0.00509,"ERR5413347","51.200951","UK",TRUE,51.20097,78,51.198425,33.9540507859734
862,27,0.00509,"ERR5412121","51.206039","UK",TRUE,51.20606,79,51.203515,34.3893591293833
862,28,0.00509,"ERR5413978","51.206039","UK",TRUE,51.20606,80,51.203515,34.8246674727932
858,29,0.00509,"ERR5413273","50.225766","UK",TRUE,50.22578,75,50.223235,32.6481257557436
854,30,0.00509,"SRR6388723","50.17534","UK",TRUE,50.17535,71,50.172805,30.906892382104
853,31,0.00509,"ERR5411953","44.184693","UK",TRUE,44.1847,70,44.182155,30.4715840386941
863,32,1.00229,"ERR115024","36.523765","UK",TRUE,36.52377,42,36.022625,18.2829504232164
864,33,0.00509,"ERR115094","35.653991","UK",TRUE,35.654,43,35.651455,18.7182587666264
868,34,1.92344,"ERR114994","43.157034","UK",TRUE,43.15705,46,42.19533,20.0241837968561
868,35,0.00509,"ERR115011","41.238679","UK",TRUE,41.2387,47,41.236155,20.459492140266
867,36,0.00509,"ERR114993","41.233591","UK",TRUE,41.23361,45,41.231065,19.5888754534462
871,37,0.00509,"ERR115096","41.338035","UK",TRUE,41.33805,51,41.335505,22.2007255139057
873,38,1.09127,"ERR119099","43.961101","UK",TRUE,43.96112,53,43.415485,23.0713422007255
874,39,0.00509,"ERR115066","49.689825","UK",TRUE,49.68985,54,49.687305,23.5066505441354
876,40,0.00509,"ERR115097","70.168906","UK",TRUE,70.16894,56,70.166395,24.3772672309553
877,41,7.83449,"ERR119100","81.172264","UK",TRUE,81.1723,57,77.255055,24.8125755743652
877,42,154.135,"ERR5414012","227.473168","UK",TRUE,227.47281,58,150.40531,25.2478839177751
875,43,0.00509,"ERR115006","49.694913","UK",TRUE,49.69494,55,49.692395,23.9419588875453
872,44,0.00509,"ERR119098","41.343123","UK",TRUE,41.34314,52,41.340595,22.6360338573156
878,45,3.00161,"ERR115010","44.17174","UK",TRUE,44.17176,49,42.670955,21.3301088270859
878,46,0.00509,"ERR115018","41.175219","UK",TRUE,41.17524,50,41.172695,21.7654171704958
869,47,0.00509,"ERR114983","41.165043","UK",TRUE,41.16506,48,41.162515,20.8948004836759
865,48,1.00085,"ERR114975","42.150631","UK",TRUE,42.15064,44,41.650215,19.1535671100363
880,49,0.00509,"ERR5413060","36.046496","UK",TRUE,36.0465,30,36.043955,13.0592503022975
880,50,1.14646,"ERR5413096","37.187871","UK",TRUE,37.18787,31,36.61464,13.4945586457074
882,51,0.00509,"ERR484997","50.231735","UK",TRUE,50.23175,32,50.229205,13.9298669891173
882,52,0.00509,"ERR485003","50.231735","UK",TRUE,50.23175,33,50.229205,14.3651753325272
883,53,0.00509,"ERR5412755","52.209397","UK",TRUE,52.20941,34,52.206865,14.8004836759371
884,54,0.00509,"ERR5413245","52.214485","UK",TRUE,52.2145,35,52.211955,15.235792019347
884,55,0.00509,"ERR5413151","52.214485","UK",TRUE,52.2145,36,52.211955,15.671100362757
886,56,8.0193,"ERR1081300","43.172059","UK",TRUE,43.17206,9,39.16241,3.91777509068924
887,57,0.00509,"ERR5413006","50.228024","UK",TRUE,50.22805,10,50.225505,4.35308343409915
888,58,0.00509,"ERR5414272","57.246974","UK",TRUE,57.247,11,57.244455,4.78839177750907
888,59,0.00509,"ERR5412534","57.246974","UK",TRUE,57.247,12,57.244455,5.22370012091898
892,60,0.00509,"ERR343184","44.168086","UK",TRUE,44.16809,15,44.165545,6.52962515114873
892,61,0.00509,"ERR374046","44.168086","UK",TRUE,44.16809,16,44.165545,6.96493349455865
893,62,0.00509,"ERR369270","41.122486","UK",TRUE,41.12249,17,41.119945,7.40024183796856
893,63,0.82252,"ERR337831","41.939922","UK",TRUE,41.93992,18,41.52866,7.83555018137848
894,64,0.00509,"ERR330891","40.378746","UK",TRUE,40.37875,13,40.376205,5.6590084643289
894,65,0.00509,"ERR369226","40.378746","UK",TRUE,40.37875,14,40.376205,6.09431680773882
895,66,0.00509,"ERR5413077","44.137787","UK",TRUE,44.13782,19,44.135275,8.27085852478839
896,67,0.00509,"ERR5413076","44.142875","UK",TRUE,44.14291,20,44.140365,8.70616686819831
899,68,4.02459,"ERR5414146","51.307939","UK",TRUE,51.30797,23,49.295675,10.0120918984281
899,69,0.00509,"ERR5412676","47.288434","UK",TRUE,47.28847,24,47.285925,10.447400241838
900,70,0.00509,"ERR5413268","46.291024","UK",TRUE,46.29106,25,46.288515,10.8827085852479
900,71,0.00509,"SRR6045813","46.291024","UK",TRUE,46.29106,26,46.288515,11.3180169286578
901,72,0.00509,"SRR6046918","46.285936","UK",TRUE,46.28597,21,46.283425,9.14147521160822
901,73,0.00509,"ERR5412997","46.285936","UK",TRUE,46.28597,22,46.283425,9.57678355501814
903,74,7.01006,"SRR6871397","36.149311","Australia",TRUE,36.1493,2,32.64427,0.870616686819831
903,75,7.00909,"ERR459814","36.148334","Australia",TRUE,36.14833,3,32.643785,1.30592503022975
904,76,14.0743,"SRR6871402","48.24342","Australia",TRUE,48.24344,4,41.20629,1.74123337363966
907,77,4.25207,"SRR25361503","51.22441","Australia",TRUE,51.22439,7,49.098355,3.04715840386941
907,78,2.00177,"SRR6871400","48.974106","Australia",TRUE,48.97409,8,47.973205,3.48246674727932
906,79,2.00284,"SRR6871395","48.970088","Australia",TRUE,48.97007,6,47.96865,2.61185006045949
905,80,0.00509,"SRR6871403","46.967251","Australia",TRUE,46.96723,5,46.964685,2.17654171704958
910,81,0.00509,"SRR26727944","18.114297","Canada",TRUE,18.11432,81,18.111775,35.2599758162031
910,82,0.00509,"SRR26727941","18.114297","Canada",TRUE,18.11432,82,18.111775,35.6952841596131
911,83,0.00509,"ERR5413767","104.0411","UK",TRUE,104.04112,83,104.038575,36.130592503023
911,84,0.00509,"ERR369154","104.0411","UK",TRUE,104.04112,84,104.038575,36.5659008464329
916,85,34.3527,"SRR30795547","36.295441","USA",TRUE,36.29548,90,19.11913,39.1777509068924
918,86,1.0041,"SRR7800640","13.990725","USA",TRUE,13.99077,94,13.48872,40.918984280532
920,87,2.00938,"SRR7800600","16.002742","USA",TRUE,16.00279,95,14.9981,41.354292623942
920,88,4.03656,"SRR7800641","18.029925","USA",TRUE,18.02997,96,16.01169,41.7896009673519
921,89,2.01616,"SRR7800599","16.010528","USA",TRUE,16.01058,97,15.0025,42.2249093107618
921,90,1.0027,"SRR7800642","14.997065","USA",TRUE,14.99712,98,14.49577,42.6602176541717
922,91,0.00509,"ERR4020099","40.589707","Ireland",TRUE,40.58966,91,40.587115,39.6130592503023
